KOSCOM_COM_CODE	TYPE	COMP_NAME_K	CRED_GRADE_TRADE_DATE	APPLY_GRADE	KIS_CRD_ESTI_DATE		NICE_CRD_ESTI_DATE	NICE_CRD_ESTI_GRADE	KR_CRD_ESTI_DATE	KR_CRD_ESTI_GRADE
13908       전자단기사채  아이비케이투자증권                                            20210618  110         20210618  110         20210401  110         20210423  110         
13908       CP            아이비케이투자증권                                            20210423  110         20201214  110         20210401  110         20210423  110         
13908       전자단기사채  아이비케이투자증권                                            20210423  110         20210422  110         20210401  110         20210423  110         
13908       CP            아이비케이투자증권                                            20210401  110         20201214  110         20210401  110         20201124  110         
13908       전자단기사채  아이비케이투자증권                                            20210401  110         20201214  110         20210401  110         20201124  110         
13908       CP            아이비케이투자증권                                            20201214  110         20201214  110         20201124  110         20201124  110         
13908       전자단기사채  아이비케이투자증권                                            20201214  110         20201214  110         20201124  110         20201124  110         
13908       CP            아이비케이투자증권                                            20201124  110         20200629  110         20201124  110         20201124  110         
13908       전자단기사채  아이비케이투자증권                                            20201124  110         20200629  110         20201124  110         20201124  110         
13908       CP            아이비케이투자증권                                            20200630  110         20200629  110         20200629  110         20200630  110         
13908       전자단기사채  아이비케이투자증권                                            20200630  110         20200629  110         20200629  110         20200630  110         
13908       CP            아이비케이투자증권                                            20200629  110         20200629  110         20200629  110         20191230  110         
13908       CP            아이비케이투자증권                                            20191230  110         20191211  110         20191127  110         20191230  110         
13908       CP            아이비케이투자증권                                            20191211  110         20191211  110         20191127  110         20190614  110         
13908       전자단기사채  아이비케이투자증권                                            20191211  110         20191211  110         20191127  110         00000000  0           
13908       CP            아이비케이투자증권                                            20191127  110         20190625  110         20191127  110         20190614  110         
13908       전자단기사채  아이비케이투자증권                                            20191127  110         20190625  110         20191127  110         00000000  0           
13908       CP            아이비케이투자증권                                            20190625  110         20190625  110         20190607  110         20190614  110         
13908       전자단기사채  아이비케이투자증권                                            20190625  110         20190625  110         20190607  110         00000000  0           
13908       CP            아이비케이투자증권                                            20190614  110         20181227  110         20190607  110         20190614  110         
13908       CP            아이비케이투자증권                                            20190607  110         20181227  110         20190607  110         20181227  110         
13908       전자단기사채  아이비케이투자증권                                            20190607  110         20181227  110         20190607  110         00000000  0           
13908       CP            아이비케이투자증권                                            20181227  110         20181227  110         20181121  110         20181227  110         
13908       전자단기사채  아이비케이투자증권                                            20181227  110         20181227  110         20181121  110         00000000  0           
13908       CP            아이비케이투자증권                                            20181121  110         20180628  110         20181121  110         20180615  110         
13908       전자단기사채  아이비케이투자증권                                            20181121  110         20180628  110         20181121  110         00000000  0           
13908       CP            아이비케이투자증권                                            20180628  110         20180628  110         20180621  110         20180615  110         
13908       전자단기사채  아이비케이투자증권                                            20180628  110         20180628  110         20180621  110         00000000  0           
13908       CP            아이비케이투자증권                                            20180621  110         20171221  110         20180621  110         20180615  110         
13908       전자단기사채  아이비케이투자증권                                            20180621  110         20171221  110         20180621  110         00000000  0           
13908       CP            아이비케이투자증권                                            20180615  110         20171221  110         20171201  110         20180615  110         
13908       CP            아이비케이투자증권                                            20171221  110         20171221  110         20171201  110         20171218  110         
13908       전자단기사채  아이비케이투자증권                                            20171221  110         20171221  110         20171201  110         00000000  0           
13908       CP            아이비케이투자증권                                            20171218  110         20170622  110         20171201  110         20171218  110         
13908       CP            아이비케이투자증권                                            20171201  110         20170622  110         20171201  110         20170612  110         
13908       전자단기사채  아이비케이투자증권                                            20171201  110         00000000  0           20171201  110         00000000  0           
13908       CP            아이비케이투자증권                                            20170626  110         20170622  110         20170626  110         20170612  110         
13908       CP            아이비케이투자증권                                            20170612  110         20161228  110         20161206  110         20170612  110         

13979       CP            케이프투자증권(구 LIG투자증권)                                20221229  122         20221229  122         00000000  0           20221227  122         
13979       전자단기사채  케이프투자증권(구 LIG투자증권)                                20221229  122         20221229  122         00000000  0           20221227  122         
13979       CP            케이프투자증권(구 LIG투자증권)                                20221227  122         20220627  122         00000000  0           20221227  122         
13979       CP            케이프투자증권(구 LIG투자증권)                                20220630  122         20220627  122         00000000  0           20220630  122         
13979       전자단기사채  케이프투자증권(구 LIG투자증권)                                20220630  122         20220627  122         00000000  0           20220630  122         
13979       CP            케이프투자증권(구 LIG투자증권)                                20220627  122         20220627  122         00000000  0           20211230  122         
13979       전자단기사채  케이프투자증권(구 LIG투자증권)                                20220627  122         20220627  122         00000000  0           20211230  122         
13979       CP            케이프투자증권(구 LIG투자증권)                                20211230  122         20211215  122         00000000  0           20211230  122         
13979       전자단기사채  케이프투자증권(구 LIG투자증권)                                20211230  122         20211215  122         00000000  0           20211230  122         
13979       CP            케이프투자증권(구 LIG투자증권)                                20211215  122         20211215  122         00000000  0           20210625  122         
13979       전자단기사채  케이프투자증권(구 LIG투자증권)                                20211215  122         20211215  122         00000000  0           20210625  122         
13979       CP            케이프투자증권(구 LIG투자증권)                                20210625  122         20210622  122         00000000  0           20210625  122         
13979       전자단기사채  케이프투자증권(구 LIG투자증권)                                20210625  122         20210622  122         00000000  0           20210625  122         
13979       CP            케이프투자증권(구 LIG투자증권)                                20210622  122         20210622  122         00000000  0           20201215  122         
13979       CP            케이프투자증권(구 LIG투자증권)                                20201218  122         20201218  122         00000000  0           20201215  122         
13979       전자단기사채  케이프투자증권(구 LIG투자증권)                                20201218  122         20201218  122         00000000  0           20201215  122         
13979       CP            케이프투자증권(구 LIG투자증권)                                20201215  122         20200626  122         00000000  0           20201215  122         
13979       전자단기사채  케이프투자증권(구 LIG투자증권)                                20201215  122         20200626  122         00000000  0           20201215  122         
13979       CP            케이프투자증권(구 LIG투자증권)                                20200626  122         20200626  122         00000000  0           20200626  122         
13979       전자단기사채  케이프투자증권(구 LIG투자증권)                                20200626  122         20200626  122         00000000  0           20200626  122         
13979       CP            케이프투자증권(구 LIG투자증권)                                20191224  122         20191224  122         00000000  0           20191101  122         
13979       전자단기사채  케이프투자증권(구 LIG투자증권)                                20191224  122         20191224  122         00000000  0           00000000  0           
13979       CP            케이프투자증권(구 LIG투자증권)                                20191101  122         20190626  122         00000000  0           20191101  122         
13979       CP            케이프투자증권(구 LIG투자증권)                                20190627  122         20190626  122         00000000  0           20190627  122         
13979       CP            케이프투자증권(구 LIG투자증권)                                20190626  122         20190626  122         00000000  0           20181227  122         
13979       전자단기사채  케이프투자증권(구 LIG투자증권)                                20190626  122         20190626  122         00000000  0           00000000  0           
13979       전자단기사채  케이프투자증권(구 LIG투자증권)                                20190429  122         20190429  122         00000000  0           00000000  0           
13979       CP            케이프투자증권(구 LIG투자증권)                                20181227  122         20181102  122         00000000  0           20181227  122         
13979       CP            케이프투자증권(구 LIG투자증권)                                20181102  122         20181102  122         00000000  0           20180628  122         
13979       전자단기사채  케이프투자증권(구 LIG투자증권)                                20181102  122         20181102  122         00000000  0           00000000  0           
13979       CP            케이프투자증권(구 LIG투자증권)                                20180628  122         20180628  122         00000000  0           20180628  122         
13979       전자단기사채  케이프투자증권(구 LIG투자증권)                                20180628  122         20180628  122         00000000  0           00000000  0           
13979       CP            케이프투자증권(구 LIG투자증권)                                20171221  122         20171221  122         20160622  122         20171102  122         
13979       전자단기사채  케이프투자증권(구 LIG투자증권)                                20171221  122         20171221  122         00000000  0           00000000  0           
13979       CP            케이프투자증권(구 LIG투자증권)                                20171102  122         20170628  122         20160622  122         20171102  122         
13979       CP            케이프투자증권(구 LIG투자증권)                                20170629  122         20170628  122         20160622  122         20170629  122         
13979       CP            케이프투자증권(구 LIG투자증권)                                20170628  122         20170628  122         20160622  122         20161103  122         

13986       CP            케이비금융지주                                                20221219  110         20221219  110         20221219  110         20221219  110         
13986       CP            케이비금융지주                                                20220620  110         20220620  110         20220620  110         20220620  110         
13986       CP            케이비금융지주                                                20211216  110         20211214  110         20211210  110         20211216  110         
13986       CP            케이비금융지주                                                20211214  110         20211214  110         20211210  110         20210625  110         
13986       CP            케이비금융지주                                                20211210  110         20210625  110         20211210  110         20210625  110         
13986       CP            케이비금융지주                                                20210625  110         20210625  110         20210625  110         20210625  110         
13986       CP            케이비금융지주                                                20201218  110         20201218  110         20201218  110         20201218  110         
13986       CP            케이비금융지주                                                20200626  110         20200626  110         20200626  110         20200626  110         
13986       CP            케이비금융지주                                                20191213  110         20191213  110         20191213  110         20191213  110         
13986       CP            케이비금융지주                                                20190626  110         20190626  110         20190625  110         20190624  110         
13986       CP            케이비금융지주                                                20190625  110         20181130  110         20190625  110         20190624  110         
13986       CP            케이비금융지주                                                20190624  110         20181130  110         20181228  110         20190624  110         
13986       CP            케이비금융지주                                                20181228  110         20181130  110         20181228  110         20181213  110         
13986       CP            케이비금융지주                                                20181213  110         20181130  110         20180625  110         20181213  110         
13986       CP            케이비금융지주                                                20181130  110         20181130  110         20180625  110         20180611  110         
13986       CP            케이비금융지주                                                20180628  110         20180628  110         20180625  110         20180611  110         
13986       CP            케이비금융지주                                                20180625  110         20171222  110         20180625  110         20180611  110         
13986       CP            케이비금융지주                                                20180611  110         20171222  110         20171227  110         20180611  110         
13986       CP            케이비금융지주                                                20171227  110         20171222  110         20171227  110         20171214  110         
13986       CP            케이비금융지주                                                20171222  110         20171222  110         20170623  110         20171214  110         
13986       CP            케이비금융지주                                                20171214  110         20170623  110         20170623  110         20171214  110         
13986       CP            케이비금융지주                                                20170623  110         20170623  110         20170623  110         20170623  110         

14012       CP            한국광물자원공사(구 대한광업진흥공사)                         20210629  110         20210629  110         20210629  110         20201203  110         
14012       CP            한국광물자원공사(구 대한광업진흥공사)                         20201203  110         20191220  110         20201118  110         20201203  110         
14012       CP            한국광물자원공사(구 대한광업진흥공사)                         20201118  110         20191220  110         20201118  110         20200630  110         
14012       CP            한국광물자원공사(구 대한광업진흥공사)                         20200630  110         20191220  110         20200623  110         20200630  110         
14012       CP            한국광물자원공사(구 대한광업진흥공사)                         20200623  110         20191220  110         20200623  110         20191204  110         
14012       CP            한국광물자원공사(구 대한광업진흥공사)                         20191220  110         20191220  110         00000000  0           20191204  110         
14012       CP            한국광물자원공사(구 대한광업진흥공사)                         20191204  110         20190627  110         20181025  110         20191204  110         
14012       CP            한국광물자원공사(구 대한광업진흥공사)                         20190628  110         20190627  110         20181025  110         20190628  110         
14012       CP            한국광물자원공사(구 대한광업진흥공사)                         20190627  110         20190627  110         20181025  110         00000000  0           
14012       CP            한국광물자원공사(구 대한광업진흥공사)                         20181025  110         20181025  110         20181025  110         00000000  0           
14012       CP            한국광물자원공사(구 대한광업진흥공사)                         20180622  110         20180621  110         20180622  110         20171128  110         
14012       CP            한국광물자원공사(구 대한광업진흥공사)                         20180621  110         20180621  110         20171128  110         20171128  110         
14012       CP            한국광물자원공사(구 대한광업진흥공사)                         20171128  110         20161205  110         20171128  110         20171128  110         
14012       CP            한국광물자원공사(구 대한광업진흥공사)                         20170622  110         20161205  110         20170622  110         20170622  110         

14512       CP            주택금융공사SLBS2009-2(1-7)                                   20210604  110         00000000  0           00000000  0           20210604  110         
14512       전자단기사채  주택금융공사SLBS2009-2(1-7)                                   20210604  110         00000000  0           00000000  0           20210604  110         

14723       CP            LX하우시스(구 엘지하우시스)                                   20221222  120         20221222  120         20210630  120         20221220  120         
14723       CP            LX하우시스(구 엘지하우시스)                                   20221220  120         20220324  120         20210630  120         20221220  120         
14723       CP            LX하우시스(구 엘지하우시스)                                   20220526  120         20220324  120         20210630  120         20220526  110         
14723       CP            LX하우시스(구 엘지하우시스)                                   20220324  120         20220324  120         20210630  120         20210913  110         
14723       CP            LX하우시스(구 엘지하우시스)                                   20210913  120         20210913  120         20210630  120         20210913  110         
14723       CP            엘지하우시스                                                  20210630  120         20210629  110         20210630  120         20210630  110         
14723       CP            엘지하우시스                                                  20201217  110         20201203  110         20201217  110         00000000  0           
14723       CP            엘지하우시스                                                  20201203  110         20201203  110         20200514  110         00000000  0           
14723       CP            엘지하우시스                                                  20200514  110         20200507  110         20200514  110         00000000  0           
14723       CP            엘지하우시스                                                  20200507  110         20200507  110         20191219  110         00000000  0           
14723       CP            엘지하우시스                                                  20191219  110         20191219  110         20191219  110         00000000  0           
14723       CP            엘지하우시스                                                  20190617  110         20190510  110         20190617  110         00000000  0           
14723       CP            엘지하우시스                                                  20190510  110         20190510  110         20181217  110         00000000  0           
14723       CP            엘지하우시스                                                  20181220  110         20181220  110         20181217  110         20171024  110         
14723       CP            엘지하우시스                                                  20181217  110         20180308  110         20181217  110         20171024  110         
14723       CP            엘지하우시스                                                  20180515  110         20180308  110         20180515  110         20171024  110         
14723       CP            엘지하우시스                                                  20180308  110         20180308  110         20161213  110         20171024  110         
14723       CP            엘지하우시스                                                  20171221  110         20171221  110         20161213  110         20171024  110         
14723       CP            엘지하우시스                                                  20171024  110         20170512  110         20161213  110         20171024  110         
14723       CP            엘지하우시스                                                  20170614  110         20170512  110         20161213  110         20170614  110         
14723       CP            엘지하우시스                                                  20170512  110         20170512  110         20161213  110         20161208  110         

14723       CP            LX하우시스(구 엘지하우시스)                                   20221222  120         20221222  120         20210630  120         20221220  120         
14723       CP            LX하우시스(구 엘지하우시스)                                   20221220  120         20220324  120         20210630  120         20221220  120         
14723       CP            LX하우시스(구 엘지하우시스)                                   20220526  120         20220324  120         20210630  120         20220526  110         
14723       CP            LX하우시스(구 엘지하우시스)                                   20220324  120         20220324  120         20210630  120         20210913  110         
14723       CP            LX하우시스(구 엘지하우시스)                                   20210913  120         20210913  120         20210630  120         20210913  110         
14723       CP            엘지하우시스                                                  20210630  120         20210629  110         20210630  120         20210630  110         
14723       CP            엘지하우시스                                                  20201217  110         20201203  110         20201217  110         00000000  0           
14723       CP            엘지하우시스                                                  20201203  110         20201203  110         20200514  110         00000000  0           
14723       CP            엘지하우시스                                                  20200514  110         20200507  110         20200514  110         00000000  0           
14723       CP            엘지하우시스                                                  20200507  110         20200507  110         20191219  110         00000000  0           
14723       CP            엘지하우시스                                                  20191219  110         20191219  110         20191219  110         00000000  0           
14723       CP            엘지하우시스                                                  20190617  110         20190510  110         20190617  110         00000000  0           
14723       CP            엘지하우시스                                                  20190510  110         20190510  110         20181217  110         00000000  0           
14723       CP            엘지하우시스                                                  20181220  110         20181220  110         20181217  110         20171024  110         
14723       CP            엘지하우시스                                                  20181217  110         20180308  110         20181217  110         20171024  110         
14723       CP            엘지하우시스                                                  20180515  110         20180308  110         20180515  110         20171024  110         
14723       CP            엘지하우시스                                                  20180308  110         20180308  110         20161213  110         20171024  110         
14723       CP            엘지하우시스                                                  20171221  110         20171221  110         20161213  110         20171024  110         
14723       CP            엘지하우시스                                                  20171024  110         20170512  110         20161213  110         20171024  110         
14723       CP            엘지하우시스                                                  20170614  110         20170512  110         20161213  110         20170614  110         
14723       CP            엘지하우시스                                                  20170512  110         20170512  110         20161213  110         20161208  110         

14727       CP            인천항만공사                                                  20180621  110         20180621  110         00000000  0           20180528  110         
14727       CP            인천항만공사                                                  20180528  110         20171127  110         20171128  110         20180528  110         
14727       CP            인천항만공사                                                  20171128  110         20171127  110         20171128  110         00000000  0           

14953       CP            에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20221222  131         20221222  131         00000000  0           20221209  131         
14953       전자단기사채  에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20221222  131         20221222  131         00000000  0           20221209  131         
14953       CP            에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20221209  131         20220617  131         00000000  0           20221209  131         
14953       전자단기사채  에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20221209  131         20220617  131         00000000  0           20221209  131         
14953       CP            에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20220617  131         20220617  131         00000000  0           20220609  131         
14953       전자단기사채  에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20220617  131         20220617  131         00000000  0           20220609  131         
14953       CP            에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20220609  131         20211224  131         00000000  0           20220609  131         
14953       전자단기사채  에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20220609  131         20211224  131         00000000  0           20220609  131         
14953       CP            에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20211224  131         20211224  131         00000000  0           20211222  131         
14953       전자단기사채  에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20211224  131         20211224  131         00000000  0           20211222  131         
14953       CP            에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20211222  131         20210625  131         00000000  0           20211222  131         
14953       전자단기사채  에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20211222  131         00000000  0           00000000  0           20211222  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20210625  131         20210625  131         00000000  0           20210609  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20210609  131         20201130  131         00000000  0           20210609  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20201130  131         20201130  131         00000000  0           20201127  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20201127  131         20200605  131         00000000  0           20201127  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20200619  131         20200605  131         00000000  0           20200619  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20200605  131         20200605  131         00000000  0           20191219  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20191219  131         20191217  131         00000000  0           20191219  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20191217  131         20191217  131         00000000  0           20190628  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20190628  131         20190626  131         00000000  0           20190628  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20190626  131         20190626  131         00000000  0           20190103  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20190103  131         20181221  131         00000000  0           20190103  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20181221  131         20181221  131         00000000  0           20180426  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20180426  131         20180425  131         00000000  0           20180426  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20180425  131         20180425  131         00000000  0           20171228  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20171228  131         20171227  131         00000000  0           20171228  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20171227  131         20171227  131         00000000  0           20170424  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20170424  131         20170420  131         00000000  0           20170424  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20170420  131         20170420  131         00000000  0           20161227  131         

14953       CP            에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20221222  131         20221222  131         00000000  0           20221209  131         
14953       전자단기사채  에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20221222  131         20221222  131         00000000  0           20221209  131         
14953       CP            에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20221209  131         20220617  131         00000000  0           20221209  131         
14953       전자단기사채  에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20221209  131         20220617  131         00000000  0           20221209  131         
14953       CP            에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20220617  131         20220617  131         00000000  0           20220609  131         
14953       전자단기사채  에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20220617  131         20220617  131         00000000  0           20220609  131         
14953       CP            에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20220609  131         20211224  131         00000000  0           20220609  131         
14953       전자단기사채  에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20220609  131         20211224  131         00000000  0           20220609  131         
14953       CP            에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20211224  131         20211224  131         00000000  0           20211222  131         
14953       전자단기사채  에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20211224  131         20211224  131         00000000  0           20211222  131         
14953       CP            에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20211222  131         20210625  131         00000000  0           20211222  131         
14953       전자단기사채  에이캐피탈(구 제이티캐피탈, 스탠다드차타드캐피탈)             20211222  131         00000000  0           00000000  0           20211222  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20210625  131         20210625  131         00000000  0           20210609  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20210609  131         20201130  131         00000000  0           20210609  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20201130  131         20201130  131         00000000  0           20201127  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20201127  131         20200605  131         00000000  0           20201127  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20200619  131         20200605  131         00000000  0           20200619  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20200605  131         20200605  131         00000000  0           20191219  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20191219  131         20191217  131         00000000  0           20191219  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20191217  131         20191217  131         00000000  0           20190628  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20190628  131         20190626  131         00000000  0           20190628  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20190626  131         20190626  131         00000000  0           20190103  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20190103  131         20181221  131         00000000  0           20190103  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20181221  131         20181221  131         00000000  0           20180426  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20180426  131         20180425  131         00000000  0           20180426  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20180425  131         20180425  131         00000000  0           20171228  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20171228  131         20171227  131         00000000  0           20171228  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20171227  131         20171227  131         00000000  0           20170424  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20170424  131         20170420  131         00000000  0           20170424  131         
14953       CP            제이티캐피탈(구 한국스탠다드차타드캐피탈)                     20170420  131         20170420  131         00000000  0           20161227  131         

14957       CP            한국장학재단                                                  20221222  110         00000000  0           20221222  110         20221220  110         
14957       CP            한국장학재단                                                  20221220  110         00000000  0           20220629  110         20221220  110         
14957       CP            한국장학재단                                                  20220629  110         00000000  0           20220629  110         20220627  110         
14957       CP            한국장학재단                                                  20220627  110         00000000  0           20211217  110         20220627  110         
14957       CP            한국장학재단                                                  20211217  110         20201217  110         20211217  110         20211207  110         
14957       CP            한국장학재단                                                  20211207  110         20201217  110         20210630  110         20211207  110         
14957       CP            한국장학재단                                                  20210630  110         20201217  110         20210630  110         20210630  110         
14957       CP            한국장학재단                                                  20201217  110         20201217  110         20201216  110         20191211  110         
14957       CP            한국장학재단                                                  20201216  110         20200629  110         20201216  110         20191211  110         
14957       CP            한국장학재단                                                  20200629  110         20200629  110         20200624  110         20191211  110         
14957       CP            한국장학재단                                                  20200624  110         00000000  0           20200624  110         20191211  110         
14957       CP            한국장학재단                                                  20191218  110         20181220  110         20191218  110         20191211  110         
14957       CP            한국장학재단                                                  20191211  110         20181220  110         20190625  110         20191211  110         
14957       CP            한국장학재단                                                  20190626  110         20181220  110         20190625  110         20190626  110         
14957       CP            한국장학재단                                                  20190625  110         20181220  110         20190625  110         00000000  0           
14957       CP            한국장학재단                                                  20181220  110         20181220  110         20181220  110         00000000  0           
14957       CP            한국장학재단                                                  20180627  110         20180627  110         20180627  110         00000000  0           
14957       CP            한국장학재단                                                  20171220  110         20171220  110         20171218  110         00000000  0           
14957       CP            한국장학재단                                                  20171218  110         20170707  110         20171218  110         20161214  110         
