KOSCOM_COM_CODE	TYPE	COMP_NAME_K	CRED_GRADE_TRADE_DATE	APPLY_GRADE	KIS_CRD_ESTI_DATE		NICE_CRD_ESTI_DATE	NICE_CRD_ESTI_GRADE	KR_CRD_ESTI_DATE	KR_CRD_ESTI_GRADE
19070       CP            BNK캐피탈                                                     20171213  110         20171213  110         20171117  110         20171116  110         
19070       전자단기사채  BNK캐피탈                                                     20171213  110         20171213  110         20171117  110         00000000  0           
19070       CP            BNK캐피탈                                                     20171117  110         20170630  110         20171117  110         20171116  110         
19070       전자단기사채  BNK캐피탈                                                     20171117  110         20170630  110         20171117  110         00000000  0           
19070       CP            BNK캐피탈                                                     20171116  110         20170630  110         20161201  110         20171116  110         
19070       CP            BNK캐피탈                                                     20170630  110         20170630  110         20161201  110         20170607  110         
19070       전자단기사채  BNK캐피탈                                                     20170630  110         20170630  110         20170428  110         00000000  0           
19070       CP            BNK캐피탈                                                     20170607  110         20161201  110         20161201  110         20170607  110         

19081       CP            스타벅스커피코리아                                            20180116  110         20180116  110         20180116  110         20161206  110         

19112       CP            대한민국재향군인회                                            20201223  110         20201222  110         00000000  0           20201223  110         
19112       CP            대한민국재향군인회                                            20200616  110         20200605  110         00000000  0           20200616  110         
19112       CP            대한민국재향군인회                                            20200605  110         20200605  110         00000000  0           00000000  0           
19112       CP            대한민국재향군인회                                            20191213  110         20191213  110         00000000  0           00000000  0           
19112       CP            대한민국재향군인회                                            20190603  110         20190603  110         00000000  0           00000000  0           
19112       CP            대한민국재향군인회                                            20190326  110         20190326  110         00000000  0           00000000  0           

19306       CP            이랜드파크 (구 이랜드레저비스)                                20170410  210         20151231  132         20161214  132         20170410  210         

19408       CP            유클릭                                                        20200626  212         00000000  0           00000000  0           20200626  212         

19567       CP            롯데로지스틱스                                                20171016  110         20171016  110         20171016  110         00000000  0           
19567       CP            롯데로지스틱스                                                20170627  110         20170627  110         20170627  110         00000000  0           

19582       전자단기사채  에코캐피탈                                                    20221230  132         20221227  131         00000000  0           20221230  132         
19582       전자단기사채  에코캐피탈                                                    20221227  132         20221227  131         00000000  0           20220729  132         
19582       전자단기사채  에코캐피탈                                                    20220729  132         20220613  131         00000000  0           20220729  132         
19582       전자단기사채  에코캐피탈                                                    20220621  210         20220613  131         20220621  210         00000000  0           
19582       전자단기사채  에코캐피탈                                                    20220613  131         20220613  131         00000000  0           00000000  0           

19605       CP            삼척블루파워(구 포스파워, 동양파워)                           20220830  120         20211223  120         20220830  120         20220830  120         
19605       CP            삼척블루파워(구 포스파워, 동양파워)                           20220621  120         20211223  120         20220621  120         20220620  120         
19605       CP            삼척블루파워(구 포스파워, 동양파워)                           20220620  120         20211223  120         20211215  110         20220620  120         
19605       CP            삼척블루파워(구 포스파워, 동양파워)                           20220308  120         20211223  120         20211215  110         20220308  120         
19605       CP            삼척블루파워(구 포스파워, 동양파워)                           20211223  120         20211223  120         20211215  110         20211111  110         
19605       CP            삼척블루파워(구 포스파워, 동양파워)                           20211215  110         20210702  110         20211215  110         20211111  110         
19605       CP            삼척블루파워(구 포스파워, 동양파워)                           20211111  110         20210702  110         20210705  110         20211111  110         
19605       CP            삼척블루파워(구 포스파워, 동양파워)                           20210705  110         20210702  110         20210705  110         20210702  110         

19748       CP            대한송유관공사                                                20191210  110         20191128  110         20191210  110         00000000  0           
19748       CP            대한송유관공사                                                20191128  110         20191128  110         20190426  110         00000000  0           
19748       CP            대한송유관공사                                                20190426  110         20190425  110         20190426  110         00000000  0           
19748       CP            대한송유관공사                                                20190425  110         20190425  110         00000000  0           00000000  0           

19765       CP            지에스에너지                                                  20220915  110         20220914  110         20220915  110         00000000  0           
19765       CP            지에스에너지                                                  20211221  110         20211221  110         20211221  110         00000000  0           
19765       CP            지에스에너지                                                  20210625  110         20210625  110         20210624  110         00000000  0           
19765       CP            지에스에너지                                                  20210624  110         20201223  110         20210624  110         00000000  0           
19765       CP            지에스에너지                                                  20201223  110         20201223  110         20201223  110         00000000  0           
19765       CP            지에스에너지                                                  20200525  110         20200525  110         20200522  110         00000000  0           
19765       CP            지에스에너지                                                  20200522  110         20191210  110         20200522  110         00000000  0           
19765       CP            지에스에너지                                                  20191210  110         20191210  110         20191210  110         00000000  0           
19765       CP            지에스에너지                                                  20190625  110         20190625  110         20190618  110         00000000  0           
19765       CP            지에스에너지                                                  20190618  110         20181221  110         20190618  110         00000000  0           
19765       CP            지에스에너지                                                  20181221  110         20181221  110         20181221  110         00000000  0           
19765       CP            지에스에너지                                                  20180626  110         20180625  110         20180626  110         00000000  0           
19765       CP            지에스에너지                                                  20180625  110         20180625  110         20171220  110         00000000  0           
19765       CP            지에스에너지                                                  20171220  110         20171219  110         20171220  110         00000000  0           
19765       CP            지에스에너지                                                  20171219  110         20171219  110         20170626  110         00000000  0           
19765       CP            지에스에너지                                                  20170628  110         20170628  110         20170626  110         00000000  0           
19765       CP            지에스에너지                                                  20170626  110         20161222  110         20170626  110         00000000  0           

19766       CP            코리아오토글라스                                              20200610  110         20200609  110         20200610  110         00000000  0           
19766       전자단기사채  코리아오토글라스                                              20200610  110         20200609  110         20200610  110         00000000  0           
19766       CP            코리아오토글라스                                              20200609  110         20200609  110         20191112  110         00000000  0           
19766       전자단기사채  코리아오토글라스                                              20200609  110         20200609  110         00000000  0           00000000  0           
19766       CP            코리아오토글라스                                              20191209  110         20191209  110         20191112  110         20181130  110         
19766       전자단기사채  코리아오토글라스                                              20191209  110         20191209  110         20191112  110         00000000  0           
19766       CP            코리아오토글라스                                              20191112  110         20190610  110         20191112  110         20181130  110         
19766       전자단기사채  코리아오토글라스                                              20191112  110         20190610  110         20191112  110         00000000  0           
19766       CP            코리아오토글라스                                              20190613  110         20190610  110         20190613  110         20181130  110         
19766       전자단기사채  코리아오토글라스                                              20190613  110         20190610  110         20190613  110         00000000  0           
19766       CP            코리아오토글라스                                              20190610  110         20190610  110         20181127  110         20181130  110         
19766       전자단기사채  코리아오토글라스                                              20190610  110         20190610  110         20181127  110         00000000  0           
19766       CP            코리아오토글라스                                              20181130  110         20171220  110         20181127  110         20181130  110         
19766       CP            코리아오토글라스                                              20181127  110         20171220  110         20181127  110         20180622  110         
19766       전자단기사채  코리아오토글라스                                              20181127  110         00000000  0           20181127  110         00000000  0           
19766       CP            코리아오토글라스                                              20180628  110         20171220  110         20180628  110         20180622  110         
19766       전자단기사채  코리아오토글라스                                              20180628  110         20171220  110         20180628  110         00000000  0           
19766       CP            코리아오토글라스                                              20180622  110         20171220  110         20161228  110         20180622  110         
19766       CP            코리아오토글라스                                              20171220  110         20171220  110         20161228  110         20171219  110         
19766       전자단기사채  코리아오토글라스                                              20171220  110         20171220  110         00000000  0           00000000  0           
19766       CP            코리아오토글라스                                              20171219  110         20170630  110         20161228  110         20171219  110         
19766       CP            코리아오토글라스                                              20170630  110         20170630  110         20161228  110         20170630  110         

40015       CP            한화에너지 (구 여수열병합발전)                                20211223  120         00000000  0           20211223  120         20211222  120         
40015       CP            한화에너지 (구 여수열병합발전)                                20210607  120         00000000  0           20210514  120         20210607  120         
40015       CP            한화에너지 (구 여수열병합발전)                                20210514  120         00000000  0           20210514  120         00000000  0           

40019       CP            비엔케이투자증권(구 비에스투자증권)                           20221228  110         20221228  110         20221222  110         20221227  110         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20221228  110         20221228  110         20221222  110         20221227  110         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20221227  110         20220627  110         20221222  110         20221227  110         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20221222  110         20220627  110         20221222  110         20220628  110         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20221222  110         20220627  110         20221222  110         20220628  110         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20220628  110         20220627  110         20220622  110         20220628  110         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20220628  110         20220627  110         20220622  110         20220628  110         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20220622  110         20211216  110         20220622  110         20211126  110         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20220622  110         20211216  110         20220622  110         20211126  110         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20211216  110         20211216  110         20211126  110         20211126  110         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20211216  110         20211216  110         20211126  110         20211126  110         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20211126  110         20210621  110         20211126  110         20211126  110         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20211126  110         20210621  110         20211126  110         20211126  110         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20210622  110         20210621  110         20210202  110         20210622  110         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20210622  110         20210621  110         20210622  110         20210622  110         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20210203  110         20210128  110         20210202  110         20210203  110         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20210203  110         20210128  110         20210202  110         20210203  110         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20210202  110         20210128  110         20210202  110         20201222  120         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20210202  110         20210128  110         20210202  110         20201222  120         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20210128  120         20210128  110         20201208  120         20201222  120         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20201222  120         20201214  120         20201208  120         20201222  120         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20201222  120         20201214  120         20201208  120         20201222  120         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20201214  120         20201214  120         20201208  120         20200625  120         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20201214  120         20201214  120         20201208  120         20200625  120         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20201208  120         20200623  120         20201208  120         20200625  120         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20201208  120         20200623  120         20201208  120         20200625  120         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20200630  120         20200623  120         20200630  120         20200625  120         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20200630  120         20200623  120         20200630  120         20200625  120         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20200625  120         20200623  120         20191227  120         20200625  120         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20200625  120         20200623  120         20191227  120         20200625  120         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20200623  120         20200623  120         20191227  120         20191220  120         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20200623  120         20200623  120         20191227  120         00000000  0           
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20191227  120         20191224  120         20191227  120         20191220  120         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20191227  120         20191224  120         20191227  120         00000000  0           
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20191220  120         20190627  120         20190628  120         20191220  120         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20190628  120         20190627  120         20190628  120         20190625  120         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20190628  120         20190627  120         20190628  120         00000000  0           
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20190627  120         20190627  120         20181228  120         20190625  120         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20190625  120         20181226  120         20181228  120         20190625  120         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20181228  120         20181226  120         20181228  120         20181221  120         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20181228  120         20181226  120         20181228  120         00000000  0           
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20181226  120         20181226  120         20180330  120         20181221  120         
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20181221  120         20180330  120         20180330  120         20181221  120         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20180412  120         20180411  120         20180412  120         00000000  0           
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20180330  120         20180330  120         20180330  120         20180330  120         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20180330  120         20180330  120         20180330  120         00000000  0           
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20171218  121         20170629  121         20160630  121         20171218  121         
40019       전자단기사채  비엔케이투자증권(구 비에스투자증권)                           20170630  121         20170629  121         20170630  121         00000000  0           
40019       CP            비엔케이투자증권(구 비에스투자증권)                           20170629  121         20170629  121         20160630  121         20170629  121         

40481       CP            과학기술인공제회                                              20221229  110         20221229  110         20211228  110         20221219  110         
40481       CP            과학기술인공제회                                              20221219  110         20220628  110         20211228  110         20221219  110         
40481       CP            과학기술인공제회                                              20220628  110         20220628  110         20211228  110         20220628  110         
40481       CP            과학기술인공제회                                              20211228  110         20211221  110         20211228  110         00000000  0           
40481       CP            과학기술인공제회                                              20211221  110         20211221  110         20210629  110         00000000  0           
40481       CP            과학기술인공제회                                              20210629  110         20210624  110         20210629  110         00000000  0           
40481       CP            과학기술인공제회                                              20210624  110         20210624  110         20201223  110         00000000  0           
40481       CP            과학기술인공제회                                              20201223  110         20201221  110         20201223  110         20191220  110         
40481       CP            과학기술인공제회                                              20201221  110         20201221  110         20200630  110         20191220  110         
40481       CP            과학기술인공제회                                              20200630  110         20200629  110         20200630  110         20191220  110         
40481       CP            과학기술인공제회                                              20191220  110         20191219  110         20181224  110         20191220  110         
40481       CP            과학기술인공제회                                              20191219  110         20191219  110         20181224  110         20190624  110         
40481       CP            과학기술인공제회                                              20190626  110         20190626  110         20181224  110         20190624  110         
40481       CP            과학기술인공제회                                              20190624  110         00000000  0           20181224  110         20190624  110         
40481       CP            과학기술인공제회                                              20181226  110         00000000  0           20181224  110         20181226  110         
40481       CP            과학기술인공제회                                              20181224  110         00000000  0           20181224  110         20180619  110         
40481       CP            과학기술인공제회                                              20180626  110         00000000  0           20180626  110         20180619  110         
40481       CP            과학기술인공제회                                              20180619  110         00000000  0           20171218  110         20180619  110         
40481       CP            과학기술인공제회                                              20171218  110         00000000  0           20171218  110         20171215  110         
40481       CP            과학기술인공제회                                              20171215  110         00000000  0           20170629  110         20171215  110         
40481       CP            과학기술인공제회                                              20170629  110         00000000  0           20170629  110         20170623  110         
40481       CP            과학기술인공제회                                              20170623  110         00000000  0           20161223  110         20170623  110         

40588       CP            동부익스프레스                                                20171228  110         20171228  110         20171221  110         00000000  0           
40588       CP            동부익스프레스                                                20171221  110         20170519  110         20171221  110         00000000  0           
40588       CP            동부익스프레스                                                20170519  110         20170519  110         20170519  110         00000000  0           

40634       CP            에스케이디앤디                                                20221220  131         20221220  131         00000000  0           00000000  0           
40634       전자단기사채  에스케이디앤디                                                20221220  131         20221220  131         00000000  0           00000000  0           
40634       CP            에스케이디앤디                                                20220615  131         20220615  131         00000000  0           00000000  0           
40634       전자단기사채  에스케이디앤디                                                20220615  131         20220615  131         00000000  0           00000000  0           
40634       CP            에스케이디앤디                                                20211227  131         20211227  131         00000000  0           00000000  0           
40634       전자단기사채  에스케이디앤디                                                20211227  131         20211227  131         00000000  0           00000000  0           
40634       CP            에스케이디앤디                                                20210512  131         20210512  131         00000000  0           00000000  0           
40634       전자단기사채  에스케이디앤디                                                20210512  131         20210512  131         00000000  0           00000000  0           
40634       CP            에스케이디앤디                                                20201217  131         20201217  131         00000000  0           00000000  0           
40634       전자단기사채  에스케이디앤디                                                20201217  131         20201217  131         00000000  0           00000000  0           
40634       CP            에스케이디앤디                                                20200615  131         20200615  131         00000000  0           00000000  0           
40634       전자단기사채  에스케이디앤디                                                20200615  131         20200615  131         00000000  0           00000000  0           
40634       전자단기사채  에스케이디앤디                                                20200217  131         20200217  131         00000000  0           00000000  0           
40634       CP            에스케이디앤디                                                20191230  131         20191230  131         00000000  0           00000000  0           
40634       CP            에스케이디앤디                                                20190425  131         20190425  131         00000000  0           00000000  0           

40772       CP            한국타이어앤테크놀로지(구 한국타이어)                         20221229  110         00000000  0           20221229  110         20221223  110         
40772       CP            한국타이어앤테크놀로지(구 한국타이어)                         20221223  110         00000000  0           00000000  0           20221223  110         
40772       CP            한국타이어앤테크놀로지(구 한국타이어)                         20200224  110         20200220  110         00000000  0           20200224  110         
40772       CP            한국타이어앤테크놀로지(구 한국타이어)                         20200220  110         20200220  110         00000000  0           20190104  110         
40772       CP            한국타이어                                                    20190104  110         20190104  110         00000000  0           20190104  110         

40772       CP            한국타이어앤테크놀로지(구 한국타이어)                         20221229  110         00000000  0           20221229  110         20221223  110         
40772       CP            한국타이어앤테크놀로지(구 한국타이어)                         20221223  110         00000000  0           00000000  0           20221223  110         
40772       CP            한국타이어앤테크놀로지(구 한국타이어)                         20200224  110         20200220  110         00000000  0           20200224  110         
40772       CP            한국타이어앤테크놀로지(구 한국타이어)                         20200220  110         20200220  110         00000000  0           20190104  110         
40772       CP            한국타이어                                                    20190104  110         20190104  110         00000000  0           20190104  110         

41260       CP            애경유화(애경케미칼)                                          20221227  110         00000000  0           20221227  110         20221128  110         
41260       CP            애경유화(애경케미칼)                                          20221128  110         00000000  0           20220624  110         20221128  110         
41260       CP            애경유화(애경케미칼)                                          20220624  110         00000000  0           20220624  110         20220624  110         
41260       CP            애경유화(애경케미칼)                                          20211116  110         00000000  0           00000000  0           20211116  110         

41365       CP            한국콜마                                                      20201223  122         00000000  0           20201223  122         20201215  122         
41365       CP            한국콜마                                                      20201215  122         00000000  0           20200616  122         20201215  122         
41365       CP            한국콜마                                                      20200616  122         00000000  0           20200616  122         20200616  122         

41440       CP            신세계센트럴시티                                              20221214  110         00000000  0           20221214  110         20221209  110         
41440       전자단기사채  신세계센트럴시티                                              20221214  110         00000000  0           20221214  110         20221209  110         
41440       CP            신세계센트럴시티                                              20221209  110         00000000  0           20220526  110         20221209  110         
41440       전자단기사채  신세계센트럴시티                                              20221209  110         00000000  0           20220526  110         20221209  110         
41440       CP            신세계센트럴시티                                              20220526  110         00000000  0           20220526  110         20220524  110         
41440       전자단기사채  신세계센트럴시티                                              20220526  110         00000000  0           20220526  110         20220524  110         
41440       CP            신세계센트럴시티                                              20220524  110         00000000  0           20211222  110         20220524  110         
41440       전자단기사채  신세계센트럴시티                                              20220524  110         00000000  0           20211222  110         20220524  110         
41440       CP            신세계센트럴시티                                              20211222  110         00000000  0           20211222  110         20211210  110         
41440       전자단기사채  신세계센트럴시티                                              20211222  110         00000000  0           20211222  110         20211210  110         
41440       CP            신세계센트럴시티                                              20211210  110         00000000  0           20210622  110         20211210  110         
41440       전자단기사채  신세계센트럴시티                                              20211210  110         00000000  0           20210622  110         20211210  110         
41440       CP            신세계센트럴시티                                              20210622  110         00000000  0           20210622  110         20210531  110         
41440       전자단기사채  신세계센트럴시티                                              20210622  110         00000000  0           20210622  110         20210531  110         
41440       CP            신세계센트럴시티                                              20210531  110         00000000  0           20201222  110         20210531  110         
41440       전자단기사채  신세계센트럴시티                                              20210531  110         00000000  0           20201222  110         20210531  110         
41440       CP            신세계센트럴시티                                              20201222  110         00000000  0           20201222  110         20201217  110         
41440       전자단기사채  신세계센트럴시티                                              20201222  110         00000000  0           20201222  110         20201217  110         
41440       CP            신세계센트럴시티                                              20201217  110         00000000  0           20200604  110         20201217  110         
41440       전자단기사채  신세계센트럴시티                                              20201217  110         00000000  0           20200604  110         20201217  110         
41440       CP            신세계센트럴시티                                              20200608  110         00000000  0           20200604  110         20200608  110         
41440       전자단기사채  신세계센트럴시티                                              20200608  110         00000000  0           20200604  110         20200608  110         
41440       CP            신세계센트럴시티                                              20200604  110         00000000  0           20200604  110         20191205  110         
41440       전자단기사채  신세계센트럴시티                                              20200604  110         00000000  0           20200604  110         00000000  0           
41440       CP            신세계센트럴시티                                              20191217  110         00000000  0           20191217  110         20191205  110         
41440       전자단기사채  신세계센트럴시티                                              20191217  110         00000000  0           20191217  110         00000000  0           
41440       CP            신세계센트럴시티                                              20191205  110         00000000  0           20190605  110         20191205  110         
41440       CP            신세계센트럴시티                                              20190611  110         00000000  0           20190605  110         20190611  110         
41440       CP            신세계센트럴시티                                              20190605  110         00000000  0           20190605  110         20181213  110         
41440       전자단기사채  신세계센트럴시티                                              20190605  110         00000000  0           20190605  110         00000000  0           
41440       CP            신세계센트럴시티                                              20181218  110         00000000  0           20181218  110         20181213  110         
41440       CP            신세계센트럴시티                                              20181213  110         00000000  0           20180615  110         20181213  110         
41440       CP            센트럴시티                                                    20180615  110         00000000  0           20180615  110         20180608  110         
41440       CP            센트럴시티                                                    20180608  110         00000000  0           20171228  110         20180608  110         
41440       CP            센트럴시티                                                    20171228  110         00000000  0           20171228  110         20171130  110         
41440       CP            센트럴시티                                                    20171130  110         00000000  0           20170614  110         20171130  110         
41440       CP            센트럴시티                                                    20170614  110         00000000  0           20170614  110         20170609  110         
41440       CP            센트럴시티                                                    20170609  110         00000000  0           20161215  110         20170609  110         

41440       CP            신세계센트럴시티                                              20221214  110         00000000  0           20221214  110         20221209  110         
41440       전자단기사채  신세계센트럴시티                                              20221214  110         00000000  0           20221214  110         20221209  110         
41440       CP            신세계센트럴시티                                              20221209  110         00000000  0           20220526  110         20221209  110         
41440       전자단기사채  신세계센트럴시티                                              20221209  110         00000000  0           20220526  110         20221209  110         
41440       CP            신세계센트럴시티                                              20220526  110         00000000  0           20220526  110         20220524  110         
41440       전자단기사채  신세계센트럴시티                                              20220526  110         00000000  0           20220526  110         20220524  110         
41440       CP            신세계센트럴시티                                              20220524  110         00000000  0           20211222  110         20220524  110         
41440       전자단기사채  신세계센트럴시티                                              20220524  110         00000000  0           20211222  110         20220524  110         
41440       CP            신세계센트럴시티                                              20211222  110         00000000  0           20211222  110         20211210  110         
41440       전자단기사채  신세계센트럴시티                                              20211222  110         00000000  0           20211222  110         20211210  110         
41440       CP            신세계센트럴시티                                              20211210  110         00000000  0           20210622  110         20211210  110         
41440       전자단기사채  신세계센트럴시티                                              20211210  110         00000000  0           20210622  110         20211210  110         
41440       CP            신세계센트럴시티                                              20210622  110         00000000  0           20210622  110         20210531  110         
41440       전자단기사채  신세계센트럴시티                                              20210622  110         00000000  0           20210622  110         20210531  110         
41440       CP            신세계센트럴시티                                              20210531  110         00000000  0           20201222  110         20210531  110         
41440       전자단기사채  신세계센트럴시티                                              20210531  110         00000000  0           20201222  110         20210531  110         
41440       CP            신세계센트럴시티                                              20201222  110         00000000  0           20201222  110         20201217  110         
